order_id,user_id,restaurant_id,city,order_timestamp,items_ordered,total_value,payment_mode,was_late,rating_given,discount_applied
ORD013768,U0723,R0394,Surat,2024-06-13 18:31:00,ITM07224,109,Card,False,5.0,0
ORD013769,U0116,R0273,Bangalore,2023-03-24 21:24:00,ITM04958,179,UPI,True,,0
ORD013770,U0035,R0321,Kochi,2024-04-27 12:17:00,"ITM05874,ITM05877",228,Card,False,,0
ORD013771,U0546,R0241,Delhi,2024-01-09 20:11:00,ITM04365,89,UPI,False,4.0,0
ORD013772,U0718,R0077,Bangalore,2023-01-31 10:43:00,"ITM01442,ITM01429,ITM01443",627,UPI,True,,0
ORD013773,U0235,R0015,Mumbai,2024-01-01 20:55:00,ITM00262,219,UPI,False,,0
ORD013774,U0777,R0083,Delhi,2023-01-25 17:09:00,"ITM01560,ITM01552",98,Card,False,4.0,0
ORD013775,U0165,R0039,Kochi,2024-02-27 21:02:00,ITM00724,229,Card,False,5.0,0
ORD013776,U0585,R0495,Hyderabad,2024-01-20 16:47:00,"ITM09014,ITM09006,ITM09012,ITM09001",1456,Wallet,True,2.0,0
ORD013777,U0341,R0026,Mumbai,2024-07-07 08:39:00,"ITM00461,ITM00460",648,Wallet,False,4.0,0
ORD013778,U0212,R0103,Mumbai,2023-04-29 22:00:00,ITM01930,229,UPI,False,,17
ORD013779,U0595,R0363,Bangalore,2023-04-26 22:24:00,"ITM06676,ITM06675",238,UPI,False,,0
ORD013780,U0943,R0072,Hyderabad,2024-03-19 14:57:00,"ITM01356,ITM01345,ITM01342,ITM01348",436,Card,False,,0
ORD013781,U0743,R0281,Delhi,2024-07-25 14:25:00,"ITM05089,ITM05100,ITM05094",527,UPI,False,4.0,0
ORD013782,U0259,R0264,Delhi,2023-12-11 21:12:00,"ITM04775,ITM04789",208,UPI,False,5.0,0
ORD013783,U0911,R0123,Delhi,2024-11-29 23:39:00,"ITM02264,ITM02279,ITM02268",577,Card,False,4.0,44
ORD013784,U0158,R0283,Delhi,2024-06-03 14:25:00,"ITM05136,ITM05129,ITM05142",457,COD,False,5.0,0
ORD013785,U0563,R0324,Mumbai,2023-04-07 20:56:00,ITM05930,189,Card,False,5.0,72
ORD013786,U0830,R0038,Delhi,2024-05-16 21:53:00,"ITM00699,ITM00701",228,Card,False,5.0,0
ORD013787,U0822,R0052,Surat,2024-06-21 19:18:00,ITM00991,149,UPI,False,,0
ORD013788,U0236,R0403,Bangalore,2023-05-30 20:49:00,ITM07384,189,UPI,False,5.0,0
ORD013789,U0888,R0468,Mumbai,2023-12-24 18:53:00,ITM08512,209,Card,False,5.0,0
ORD013790,U0583,R0288,Mumbai,2024-05-11 14:49:00,"ITM05238,ITM05232,ITM05239,ITM05228,ITM05237",1195,UPI,False,,0
ORD013791,U0819,R0476,Kochi,2024-11-12 22:10:00,"ITM08672,ITM08668",348,UPI,False,5.0,23
ORD013792,U0420,R0163,Kochi,2024-06-30 21:22:00,"ITM02970,ITM02972",388,Wallet,False,,0
ORD013793,U0338,R0145,Bangalore,2024-03-03 19:21:00,ITM02637,79,UPI,False,5.0,0
ORD013794,U0485,R0497,Pune,2024-04-08 22:13:00,"ITM09049,ITM09051,ITM09045,ITM09061,ITM09040",1065,Wallet,False,,0
ORD013795,U0888,R0291,Mumbai,2023-06-06 18:24:00,"ITM05284,ITM05297,ITM05283",307,UPI,False,5.0,0
ORD013796,U0035,R0355,Kochi,2023-05-10 12:32:00,"ITM06511,ITM06504",358,UPI,False,5.0,0
ORD013797,U0587,R0208,Pune,2024-10-30 18:49:00,"ITM03755,ITM03754,ITM03757",357,UPI,False,5.0,0
ORD013798,U0039,R0227,Hyderabad,2023-10-04 21:38:00,"ITM04096,ITM04095,ITM04097",447,UPI,True,3.0,0
ORD013799,U0439,R0033,Jaipur,2023-04-06 22:40:00,"ITM00611,ITM00616,ITM00606",297,UPI,False,,0
ORD013800,U0118,R0369,Lucknow,2024-06-27 10:38:00,"ITM06768,ITM06775,ITM06772",267,COD,False,5.0,0
ORD013801,U0524,R0325,Chandigarh,2023-07-15 21:07:00,"ITM05942,ITM05947,ITM05943,ITM05944",416,UPI,False,,0
ORD013802,U0603,R0323,Delhi,2023-01-21 09:32:00,"ITM05915,ITM05911",198,UPI,False,,0
ORD013803,U0398,R0069,Mumbai,2023-12-07 12:21:00,"ITM01286,ITM01284,ITM01291",387,UPI,False,5.0,0
ORD013804,U0517,R0103,Mumbai,2023-11-03 15:37:00,ITM01918,399,UPI,False,5.0,23
ORD013805,U0160,R0293,Hyderabad,2024-01-14 12:21:00,ITM05331,59,Card,False,5.0,0
ORD013806,U0349,R0229,Hyderabad,2024-06-08 16:57:00,"ITM04129,ITM04119,ITM04124",387,Wallet,False,5.0,0
ORD013807,U0119,R0046,Bangalore,2024-07-06 21:36:00,"ITM00868,ITM00864,ITM00862",507,COD,False,,0
ORD013808,U0064,R0490,Lucknow,2024-06-24 18:58:00,ITM08923,479,UPI,False,4.0,0
ORD013809,U0766,R0054,Jaipur,2023-09-21 16:46:00,"ITM01030,ITM01033",148,UPI,False,4.0,0
ORD013810,U0989,R0216,Lucknow,2024-09-05 23:38:00,"ITM03891,ITM03896",188,COD,False,5.0,31
ORD013811,U0602,R0091,Hyderabad,2024-11-25 22:59:00,ITM01689,119,UPI,False,4.0,0
ORD013812,U0328,R0399,Kochi,2023-11-03 19:45:00,ITM07310,109,COD,False,,0
ORD013813,U0300,R0155,Pune,2024-08-17 20:53:00,"ITM02813,ITM02812",138,UPI,False,4.0,0
ORD013814,U0874,R0196,Pune,2023-07-30 13:24:00,"ITM03545,ITM03548,ITM03538",647,UPI,True,1.0,0
ORD013815,U0570,R0301,Bangalore,2024-06-04 13:34:00,"ITM05479,ITM05477,ITM05475,ITM05495",386,UPI,False,5.0,0
ORD013816,U0957,R0168,Surat,2023-07-26 14:25:00,"ITM03056,ITM03060",218,Card,False,5.0,0
ORD013817,U0706,R0497,Pune,2024-02-18 22:23:00,"ITM09054,ITM09044,ITM09056,ITM09040",386,UPI,False,,0
ORD013818,U0304,R0098,Jaipur,2023-05-22 12:08:00,ITM01814,349,COD,False,5.0,0
ORD013819,U0673,R0352,Hyderabad,2023-08-11 22:48:00,"ITM06456,ITM06455,ITM06459,ITM06458",826,UPI,False,5.0,0
ORD013820,U0345,R0155,Pune,2023-01-13 12:41:00,"ITM02826,ITM02812,ITM02818,ITM02823",366,UPI,True,,0
ORD013821,U0889,R0148,Bangalore,2024-07-17 23:26:00,ITM02702,169,COD,False,5.0,0
ORD013822,U0870,R0480,Chandigarh,2024-07-18 21:04:00,"ITM08733,ITM08738",378,Card,False,,0
ORD013823,U0963,R0241,Delhi,2023-12-22 12:05:00,"ITM04367,ITM04372",338,Card,False,,0
ORD013824,U0444,R0389,Surat,2024-09-28 13:06:00,"ITM07136,ITM07150,ITM07142",307,Card,False,5.0,0
ORD013825,U0476,R0290,Hyderabad,2023-08-20 19:55:00,"ITM05273,ITM05274",368,UPI,False,5.0,0
ORD013826,U0729,R0468,Mumbai,2024-02-16 23:39:00,"ITM08508,ITM08517,ITM08512",507,UPI,False,5.0,0
ORD013827,U0505,R0401,Lucknow,2024-12-10 12:19:00,"ITM07344,ITM07354,ITM07349",577,UPI,False,,0
ORD013828,U0839,R0270,Bangalore,2023-12-25 19:36:00,"ITM04901,ITM04896",468,UPI,False,5.0,0
ORD013829,U0351,R0071,Pune,2024-08-21 16:15:00,"ITM01316,ITM01333,ITM01326,ITM01329",766,Card,False,4.0,0
ORD013830,U0428,R0378,Pune,2024-01-09 22:39:00,"ITM06946,ITM06953",328,UPI,False,5.0,0
ORD013831,U0715,R0226,Jaipur,2024-09-06 17:19:00,"ITM04082,ITM04083,ITM04078",317,UPI,False,5.0,0
ORD013832,U0958,R0306,Jaipur,2023-11-16 21:06:00,"ITM05577,ITM05572",158,UPI,False,5.0,0
ORD013833,U0504,R0293,Hyderabad,2024-02-09 21:06:00,"ITM05335,ITM05336,ITM05326",467,Card,False,5.0,0
ORD013834,U0885,R0277,Delhi,2023-12-22 21:58:00,"ITM05025,ITM05033,ITM05017",187,UPI,False,4.0,0
ORD013835,U0299,R0288,Mumbai,2024-08-20 08:00:00,"ITM05250,ITM05238,ITM05243,ITM05226,ITM05246",785,UPI,False,4.0,0
ORD013836,U0924,R0065,Hyderabad,2023-09-09 14:56:00,"ITM01223,ITM01219,ITM01222",567,Card,False,5.0,0
ORD013837,U0156,R0006,Chandigarh,2023-06-27 14:26:00,"ITM00109,ITM00108",308,Card,False,4.0,0
ORD013838,U0203,R0423,Chandigarh,2023-09-01 13:32:00,"ITM07730,ITM07726,ITM07717",857,UPI,False,,0
ORD013839,U0060,R0134,Chandigarh,2024-07-19 15:43:00,"ITM02466,ITM02467,ITM02458",417,UPI,False,4.0,0
ORD013840,U0332,R0263,Hyderabad,2024-11-02 18:16:00,"ITM04770,ITM04759",448,Card,False,4.0,0
ORD013841,U0109,R0250,Hyderabad,2023-08-29 22:53:00,"ITM04515,ITM04520,ITM04512",357,COD,False,4.0,0
ORD013842,U0473,R0264,Delhi,2024-01-05 15:54:00,"ITM04789,ITM04787",178,UPI,False,,53
ORD013843,U0564,R0242,Bangalore,2024-10-27 13:54:00,"ITM04382,ITM04380,ITM04381,ITM04375,ITM04385",635,UPI,False,5.0,51
ORD013844,U0486,R0039,Kochi,2023-07-19 16:06:00,"ITM00726,ITM00717",198,Card,False,,0
ORD013845,U0805,R0041,Pune,2024-02-29 21:28:00,"ITM00766,ITM00762",378,UPI,False,5.0,0
ORD013846,U0607,R0477,Surat,2023-03-11 19:21:00,"ITM08679,ITM08683",468,UPI,False,4.0,0
ORD013847,U0739,R0396,Mumbai,2023-01-22 22:18:00,ITM07265,219,Card,False,5.0,0
ORD013848,U0195,R0332,Jaipur,2024-08-14 23:39:00,"ITM06070,ITM06065",268,Wallet,False,4.0,0
ORD013849,U0479,R0104,Bangalore,2023-02-19 14:49:00,"ITM01935,ITM01944",238,UPI,False,4.0,0
ORD013850,U0746,R0418,Surat,2023-04-10 21:47:00,"ITM07627,ITM07618",148,Card,True,3.0,80
ORD013851,U0935,R0416,Mumbai,2023-01-07 17:25:00,ITM07587,109,UPI,False,,0
ORD013852,U0131,R0147,Delhi,2023-12-04 20:13:00,"ITM02678,ITM02681,ITM02677,ITM02674",816,UPI,False,5.0,0
ORD013853,U0517,R0494,Mumbai,2023-02-16 12:42:00,"ITM08998,ITM08990,ITM08994",517,Card,False,,0
ORD013854,U0111,R0239,Bangalore,2023-01-08 22:17:00,"ITM04336,ITM04327",228,Card,False,4.0,0
ORD013855,U0394,R0085,Mumbai,2024-06-06 19:42:00,"ITM01578,ITM01588",718,UPI,False,5.0,0
ORD013856,U0253,R0250,Hyderabad,2024-05-15 18:27:00,ITM04524,229,UPI,False,4.0,0
ORD013857,U0826,R0260,Delhi,2023-04-27 23:50:00,"ITM04712,ITM04711,ITM04707,ITM04696",396,COD,True,3.0,0
ORD013858,U0175,R0249,Lucknow,2024-05-30 13:53:00,"ITM04503,ITM04501",738,Wallet,False,4.0,0
ORD013859,U0714,R0499,Delhi,2023-02-08 23:19:00,"ITM09095,ITM09087",358,Card,False,5.0,0
ORD013860,U0829,R0093,Delhi,2023-12-20 16:33:00,"ITM01725,ITM01720,ITM01716,ITM01733,ITM01731",1695,UPI,False,5.0,0
ORD013861,U0462,R0467,Kochi,2023-08-08 21:34:00,"ITM08500,ITM08491",228,UPI,True,2.0,0
ORD013862,U0780,R0036,Pune,2024-04-17 13:48:00,ITM00656,349,UPI,False,5.0,0
ORD013863,U0412,R0256,Delhi,2024-08-17 14:54:00,"ITM04626,ITM04615,ITM04622",247,UPI,False,,0
ORD013864,U0046,R0371,Mumbai,2023-11-25 21:59:00,"ITM06809,ITM06815,ITM06823",937,UPI,False,5.0,0
ORD013865,U0574,R0435,Bangalore,2024-10-20 14:13:00,"ITM07936,ITM07944,ITM07933,ITM07930",536,UPI,False,4.0,0
ORD013866,U0167,R0198,Lucknow,2023-12-08 22:22:00,ITM03598,309,UPI,False,5.0,0
ORD013867,U0985,R0137,Lucknow,2024-11-11 21:48:00,"ITM02500,ITM02512",238,UPI,False,,0
ORD013868,U0560,R0451,Surat,2024-05-12 10:38:00,"ITM08214,ITM08210",488,COD,False,5.0,0
ORD013869,U0913,R0040,Lucknow,2023-11-10 13:11:00,"ITM00741,ITM00751",438,Card,False,4.0,0
ORD013870,U0165,R0188,Kochi,2023-10-15 21:42:00,ITM03398,239,UPI,False,,0
ORD013871,U0536,R0414,Jaipur,2023-02-25 20:45:00,"ITM07557,ITM07565,ITM07558",457,Card,False,4.0,0
ORD013872,U0732,R0379,Delhi,2023-02-04 20:58:00,"ITM06974,ITM06968,ITM06961",977,Card,False,5.0,0
ORD013873,U0032,R0385,Bangalore,2023-09-23 12:54:00,"ITM07070,ITM07059,ITM07060,ITM07063",576,UPI,False,5.0,71
ORD013874,U0588,R0319,Chandigarh,2024-06-01 17:37:00,"ITM05844,ITM05835,ITM05827",507,Card,False,4.0,0
ORD013875,U0926,R0327,Pune,2024-07-25 15:31:00,"ITM05969,ITM05983,ITM05965",257,UPI,False,5.0,0
ORD013876,U0118,R0029,Lucknow,2024-08-11 07:56:00,"ITM00520,ITM00512",458,Card,False,5.0,0
ORD013877,U0600,R0485,Hyderabad,2024-07-24 12:05:00,"ITM08835,ITM08840,ITM08839,ITM08842",536,UPI,False,5.0,0
ORD013878,U0671,R0440,Pune,2024-08-11 14:06:00,"ITM08034,ITM08036",408,Card,False,4.0,0
ORD013879,U0991,R0255,Jaipur,2024-10-12 19:34:00,"ITM04599,ITM04605",758,UPI,False,5.0,0
ORD013880,U0690,R0448,Surat,2024-01-04 20:27:00,"ITM08155,ITM08157",268,Wallet,True,2.0,0
ORD013881,U0020,R0257,Chandigarh,2023-03-16 22:39:00,"ITM04635,ITM04638",648,UPI,False,5.0,76
ORD013882,U0577,R0173,Chandigarh,2023-03-13 12:40:00,"ITM03132,ITM03129",198,COD,False,5.0,56
ORD013883,U0593,R0202,Lucknow,2023-06-01 16:18:00,ITM03659,109,Card,False,,0
ORD013884,U0935,R0416,Mumbai,2023-06-04 16:38:00,"ITM07587,ITM07585,ITM07598",447,UPI,False,5.0,0
ORD013885,U0857,R0237,Mumbai,2024-10-08 12:57:00,"ITM04294,ITM04295,ITM04298",417,UPI,False,5.0,0
ORD013886,U0858,R0402,Chandigarh,2024-02-23 15:19:00,"ITM07374,ITM07366,ITM07369",367,COD,False,5.0,0
ORD013887,U0039,R0045,Hyderabad,2024-03-30 20:01:00,"ITM00838,ITM00846,ITM00837",427,UPI,True,1.0,0
ORD013888,U0983,R0123,Delhi,2024-12-22 13:21:00,"ITM02269,ITM02279",388,COD,False,5.0,0
ORD013889,U0875,R0338,Delhi,2024-01-15 15:57:00,ITM06179,39,UPI,False,4.0,0
ORD013890,U0731,R0386,Jaipur,2023-06-10 14:41:00,"ITM07073,ITM07082,ITM07085,ITM07084",516,UPI,False,5.0,0
ORD013891,U0498,R0074,Hyderabad,2023-05-25 19:21:00,"ITM01387,ITM01383",188,UPI,False,5.0,0
ORD013892,U0544,R0109,Bangalore,2024-01-16 12:40:00,ITM02016,139,UPI,False,,0
ORD013893,U0313,R0231,Hyderabad,2024-07-16 19:18:00,"ITM04165,ITM04167,ITM04160,ITM04166",376,Card,False,5.0,0
ORD013894,U0559,R0270,Bangalore,2024-12-22 09:01:00,ITM04892,269,COD,False,,0
ORD013895,U0623,R0405,Delhi,2023-10-25 13:44:00,"ITM07415,ITM07413",248,COD,False,4.0,0
ORD013896,U0395,R0011,Bangalore,2023-03-15 22:30:00,ITM00191,79,UPI,False,5.0,0
ORD013897,U0464,R0362,Surat,2024-05-17 19:58:00,"ITM06653,ITM06654,ITM06652",797,UPI,False,,0
ORD013898,U0496,R0045,Hyderabad,2024-09-08 23:02:00,"ITM00846,ITM00848",188,COD,False,,0
ORD013899,U0863,R0109,Bangalore,2024-01-27 23:40:00,"ITM02029,ITM02012",328,UPI,False,5.0,0
ORD013900,U0510,R0235,Hyderabad,2023-11-10 14:23:00,ITM04261,129,UPI,False,,0
ORD013901,U0898,R0441,Lucknow,2023-03-31 22:49:00,"ITM08039,ITM08044",468,UPI,True,1.0,0
ORD013902,U0225,R0009,Pune,2023-07-27 15:46:00,"ITM00164,ITM00158,ITM00170",617,Card,False,5.0,75
ORD013903,U0498,R0031,Hyderabad,2023-09-08 19:06:00,"ITM00564,ITM00554",688,UPI,True,,52
ORD013904,U0569,R0015,Mumbai,2023-07-28 19:07:00,ITM00265,299,UPI,False,4.0,0
ORD013905,U0930,R0085,Mumbai,2023-09-07 21:35:00,"ITM01585,ITM01588,ITM01578,ITM01583",1306,UPI,False,,0
ORD013906,U0489,R0217,Bangalore,2023-07-04 20:31:00,"ITM03906,ITM03910,ITM03904",537,Card,False,5.0,0
ORD013907,U0785,R0317,Lucknow,2024-09-14 20:20:00,"ITM05809,ITM05799,ITM05810",417,UPI,False,,0
ORD013908,U0149,R0192,Bangalore,2024-12-21 19:18:00,"ITM03468,ITM03475",388,UPI,False,4.0,0
ORD013909,U0604,R0339,Jaipur,2023-01-20 12:01:00,"ITM06193,ITM06190,ITM06208",297,UPI,False,5.0,0
ORD013910,U0948,R0066,Pune,2024-04-08 21:17:00,"ITM01231,ITM01238",228,UPI,True,3.0,0
ORD013911,U0513,R0009,Pune,2023-04-25 20:58:00,"ITM00167,ITM00164,ITM00158,ITM00165,ITM00166",1275,UPI,True,2.0,0
ORD013912,U0433,R0193,Surat,2024-04-05 22:11:00,"ITM03489,ITM03485",388,Card,False,5.0,0
ORD013913,U0775,R0143,Mumbai,2023-11-21 12:40:00,ITM02617,169,UPI,False,5.0,0
ORD013914,U0643,R0353,Hyderabad,2023-05-21 21:46:00,"ITM06468,ITM06473,ITM06479,ITM06477",516,UPI,False,5.0,0
ORD013915,U1000,R0048,Surat,2023-11-10 21:11:00,ITM00907,59,UPI,False,5.0,20
ORD013916,U0261,R0147,Delhi,2023-01-08 12:17:00,"ITM02683,ITM02678",308,Card,False,,0
ORD013917,U0670,R0067,Pune,2024-02-22 20:54:00,"ITM01252,ITM01254",228,UPI,False,5.0,79
ORD013918,U0427,R0490,Lucknow,2024-10-31 21:28:00,"ITM08933,ITM08923,ITM08919,ITM08925",1536,COD,False,5.0,0
ORD013919,U0590,R0368,Hyderabad,2023-03-31 15:21:00,"ITM06754,ITM06755,ITM06760",797,UPI,False,,0
ORD013920,U0821,R0331,Chandigarh,2023-04-23 23:01:00,"ITM06054,ITM06058,ITM06053,ITM06052,ITM06047",655,UPI,False,4.0,0
ORD013921,U0791,R0276,Mumbai,2023-10-06 14:01:00,"ITM04999,ITM04998",518,UPI,True,,0
ORD013922,U0831,R0170,Chandigarh,2023-01-29 12:21:00,ITM03077,69,UPI,False,4.0,0
ORD013923,U0189,R0182,Bangalore,2024-07-24 10:53:00,"ITM03298,ITM03294",218,Card,True,2.0,0
ORD013924,U0550,R0438,Chandigarh,2024-09-30 15:04:00,"ITM07998,ITM07990,ITM07995,ITM07993",306,Wallet,False,,0
ORD013925,U0166,R0140,Jaipur,2023-01-08 15:39:00,"ITM02569,ITM02572,ITM02568",477,Card,False,5.0,0
ORD013926,U0542,R0354,Bangalore,2024-01-13 15:28:00,ITM06487,109,UPI,False,4.0,66
ORD013927,U0919,R0020,Surat,2024-10-05 21:05:00,"ITM00355,ITM00362",248,Wallet,False,4.0,0
ORD013928,U0874,R0436,Pune,2024-03-31 12:33:00,"ITM07948,ITM07958",328,UPI,False,,0
ORD013929,U0645,R0205,Lucknow,2023-10-27 23:30:00,ITM03704,89,Card,False,4.0,0
ORD013930,U0008,R0342,Jaipur,2023-04-16 12:03:00,"ITM06272,ITM06252",738,Card,False,4.0,0
ORD013931,U0336,R0118,Lucknow,2024-11-19 22:21:00,ITM02174,209,COD,False,5.0,0
ORD013932,U0687,R0193,Surat,2024-07-28 15:14:00,ITM03491,179,UPI,False,,0
ORD013933,U0691,R0129,Hyderabad,2023-11-01 12:50:00,"ITM02370,ITM02382",358,UPI,False,5.0,0
ORD013934,U0764,R0154,Delhi,2024-12-30 19:22:00,ITM02792,159,UPI,False,4.0,42
ORD013935,U0741,R0347,Mumbai,2024-01-09 22:34:00,ITM06367,139,Card,False,5.0,0
ORD013936,U0396,R0229,Hyderabad,2024-01-23 20:49:00,"ITM04124,ITM04129,ITM04135,ITM04128",596,UPI,True,2.0,0
ORD013937,U0106,R0225,Hyderabad,2023-03-07 16:44:00,"ITM04048,ITM04067,ITM04049",467,UPI,False,5.0,0
ORD013938,U0049,R0077,Bangalore,2023-08-23 20:25:00,"ITM01435,ITM01431",318,Card,False,,0
ORD013939,U0353,R0173,Chandigarh,2024-04-01 20:59:00,ITM03133,189,UPI,False,4.0,67
ORD013940,U0548,R0271,Hyderabad,2023-02-22 13:28:00,"ITM04910,ITM04911,ITM04902",417,COD,False,5.0,0
ORD013941,U0185,R0246,Chandigarh,2023-09-07 21:23:00,"ITM04458,ITM04455,ITM04447",1107,Wallet,False,,0
ORD013942,U0823,R0217,Bangalore,2024-10-01 23:02:00,ITM03913,219,UPI,False,5.0,0
ORD013943,U0390,R0476,Kochi,2024-12-26 14:02:00,"ITM08658,ITM08657,ITM08668",507,COD,False,4.0,0
ORD013944,U0622,R0303,Kochi,2023-07-20 14:19:00,ITM05524,289,COD,False,,0
ORD013945,U0221,R0346,Mumbai,2024-01-15 19:48:00,"ITM06345,ITM06342",228,Card,False,,0
ORD013946,U0333,R0415,Delhi,2023-06-10 22:26:00,"ITM07583,ITM07577",358,Card,False,4.0,0
ORD013947,U0648,R0390,Pune,2023-11-25 15:43:00,ITM07166,89,Card,False,5.0,0
ORD013948,U0360,R0342,Jaipur,2023-10-07 20:59:00,"ITM06262,ITM06272",328,Card,True,,0
ORD013949,U0219,R0458,Mumbai,2023-02-24 14:47:00,"ITM08333,ITM08320",268,UPI,False,5.0,0
ORD013950,U0348,R0280,Pune,2023-04-14 23:06:00,ITM05068,79,UPI,False,,0
ORD013951,U0851,R0100,Jaipur,2024-06-25 21:14:00,"ITM01860,ITM01863,ITM01865",1087,UPI,False,5.0,0
ORD013952,U0945,R0365,Kochi,2024-01-25 12:55:00,"ITM06713,ITM06705",1028,UPI,False,4.0,0
ORD013953,U0200,R0208,Pune,2024-12-08 21:22:00,"ITM03749,ITM03762",338,UPI,False,5.0,69
ORD013954,U0675,R0457,Pune,2023-11-24 19:10:00,"ITM08309,ITM08315,ITM08318",507,Card,False,5.0,0
ORD013955,U0609,R0200,Mumbai,2023-12-26 19:49:00,"ITM03630,ITM03637",178,COD,False,,0
ORD013956,U0950,R0023,Surat,2023-03-20 19:04:00,"ITM00404,ITM00418",458,Wallet,False,,0
ORD013957,U0550,R0272,Chandigarh,2024-08-08 14:54:00,"ITM04929,ITM04921",478,UPI,False,,0
ORD013958,U0030,R0332,Jaipur,2023-06-25 23:59:00,"ITM06074,ITM06081",218,Wallet,False,,0
ORD013959,U0573,R0375,Bangalore,2023-02-14 13:06:00,"ITM06897,ITM06886",728,UPI,False,4.0,0
ORD013960,U0449,R0459,Mumbai,2024-12-01 12:32:00,"ITM08350,ITM08340,ITM08343",517,UPI,False,,0
ORD013961,U0949,R0216,Lucknow,2024-05-20 19:35:00,"ITM03896,ITM03891",188,UPI,False,5.0,0
ORD013962,U0305,R0191,Hyderabad,2024-02-22 13:17:00,"ITM03446,ITM03447,ITM03451",277,UPI,True,2.0,40
ORD013963,U0456,R0331,Chandigarh,2024-07-18 16:03:00,"ITM06054,ITM06060,ITM06053",427,UPI,False,4.0,0
ORD013964,U0587,R0009,Pune,2023-02-08 17:13:00,"ITM00167,ITM00158",418,UPI,True,1.0,0
ORD013965,U0572,R0393,Lucknow,2024-10-05 19:27:00,"ITM07212,ITM07210,ITM07216",477,Wallet,False,4.0,0
ORD013966,U0159,R0230,Pune,2023-05-31 22:49:00,ITM04156,229,UPI,False,5.0,0
ORD013967,U0683,R0097,Bangalore,2024-12-17 12:30:00,"ITM01800,ITM01792,ITM01796",417,UPI,False,5.0,0
ORD013968,U0917,R0193,Surat,2024-12-13 22:28:00,"ITM03491,ITM03489",468,Card,False,4.0,0
ORD013969,U0862,R0104,Bangalore,2023-12-31 19:53:00,ITM01940,179,Card,False,5.0,0
ORD013970,U0082,R0415,Delhi,2023-06-23 21:45:00,ITM07574,239,UPI,True,2.0,0
ORD013971,U0093,R0194,Mumbai,2023-03-25 08:45:00,"ITM03510,ITM03513,ITM03514",917,UPI,False,5.0,0
ORD013972,U0559,R0122,Bangalore,2023-02-18 08:14:00,"ITM02246,ITM02244",1018,Card,False,5.0,0
ORD013973,U0911,R0153,Delhi,2023-08-08 23:27:00,ITM02782,129,Card,False,4.0,0
ORD013974,U0177,R0389,Surat,2023-09-15 08:16:00,ITM07136,229,Card,False,,0
ORD013975,U0011,R0034,Mumbai,2024-12-14 12:52:00,ITM00622,159,UPI,False,5.0,0
ORD013976,U0286,R0166,Surat,2024-01-06 12:18:00,ITM03016,419,COD,False,5.0,0
ORD013977,U0269,R0088,Jaipur,2023-09-02 23:49:00,"ITM01645,ITM01636,ITM01640",537,Card,False,4.0,0
ORD013978,U0907,R0348,Chandigarh,2024-02-14 15:57:00,"ITM06372,ITM06371",388,Wallet,False,4.0,0
ORD013979,U0457,R0302,Kochi,2023-06-16 19:43:00,"ITM05509,ITM05507",178,COD,False,5.0,0
ORD013980,U0698,R0497,Pune,2024-02-22 07:21:00,"ITM09044,ITM09054,ITM09049,ITM09046",546,UPI,False,4.0,0
ORD013981,U0874,R0169,Pune,2024-10-11 14:00:00,"ITM03064,ITM03069,ITM03073",567,UPI,False,5.0,0
ORD013982,U0648,R0158,Pune,2024-05-24 15:49:00,"ITM02875,ITM02871,ITM02879",337,UPI,False,5.0,0
ORD013983,U0112,R0285,Mumbai,2023-02-07 16:28:00,"ITM05169,ITM05167",568,UPI,False,,0
ORD013984,U0349,R0358,Hyderabad,2024-05-22 18:38:00,ITM06574,129,UPI,False,,0
ORD013985,U0549,R0040,Lucknow,2024-07-07 15:43:00,"ITM00751,ITM00758",548,UPI,False,5.0,0
ORD013986,U0559,R0471,Bangalore,2023-05-04 10:17:00,"ITM08573,ITM08578,ITM08562",417,COD,False,,16
ORD013987,U0129,R0192,Bangalore,2024-07-08 16:47:00,ITM03476,69,UPI,False,,0
ORD013988,U0522,R0472,Kochi,2024-01-24 09:12:00,"ITM08581,ITM08582",318,UPI,False,5.0,0
ORD013989,U0405,R0004,Delhi,2024-02-14 13:03:00,"ITM00079,ITM00080",388,COD,False,5.0,0
ORD013990,U0169,R0146,Chandigarh,2023-05-13 10:48:00,ITM02666,129,UPI,False,5.0,0
ORD013991,U0859,R0210,Lucknow,2024-10-12 20:06:00,"ITM03793,ITM03789,ITM03800",227,UPI,False,5.0,0
ORD013992,U0887,R0191,Hyderabad,2024-11-22 12:55:00,"ITM03450,ITM03446,ITM03445",417,Card,False,4.0,0
ORD013993,U0077,R0247,Delhi,2023-09-13 22:48:00,"ITM04459,ITM04466",388,UPI,False,,0
ORD013994,U0062,R0383,Chandigarh,2024-08-05 16:52:00,"ITM07024,ITM07031,ITM07035",227,Wallet,False,5.0,0
ORD013995,U0291,R0177,Jaipur,2023-05-22 20:10:00,"ITM03203,ITM03213,ITM03205",277,Card,False,4.0,0
ORD013996,U0336,R0029,Lucknow,2023-11-05 22:57:00,"ITM00528,ITM00512",208,UPI,False,,0
ORD013997,U0823,R0003,Bangalore,2024-09-25 23:55:00,ITM00059,49,UPI,False,5.0,0
ORD013998,U0201,R0368,Hyderabad,2024-11-17 13:24:00,"ITM06755,ITM06764",198,Card,False,5.0,23
